Date,^GSPC,GLD,USO,GLD-USO
2020-12-30,-0.012584406337999463,-0.013675900028883027,-0.028917653505863415,-0.018855042950169265
2020-12-31,-0.011970116959994673,-0.01411209365912621,-0.027870650910013083,-0.01849191912403804
2021-01-04,-0.012109893796006388,-0.013571014486923733,-0.026881209652898436,-0.018126869266024925
2021-01-05,-0.020184324000301387,-0.02098903862783747,-0.030699978958945575,-0.01777768279538256
2021-01-06,-0.018505943506903873,-0.019132602366617756,-0.030078297954945057,-0.017738800911900502
2021-01-07,-0.017018914174997776,-0.020033175849254042,-0.028808975886427775,-0.01784683298613527
2021-01-08,-0.018005381772920763,-0.01872635638995858,-0.02774349324389183,-0.017542329318737494
2021-01-11,-0.016591626461665957,-0.0261319664565417,-0.0270723290637495,-0.017512620692480305
2021-01-12,-0.016961235948875813,-0.023967879294786575,-0.02652247249014792,-0.01737390286190831
2021-01-13,-0.015684695325854384,-0.022502173286784048,-0.025913061273009838,-0.017287662357307207
2021-01-14,-0.014638066725050356,-0.02116756622223695,-0.025249564696899807,-0.017199204089907338
2021-01-15,-0.014484867237807779,-0.019826804544810974,-0.024642277275945274,-0.016930717048762034
2021-01-19,-0.015793878502401694,-0.019745063371293472,-0.03287532422446252,-0.022268876991840516
2021-01-20,-0.015462246425569112,-0.019453089422213073,-0.031432338618747814,-0.021651542243798207
2021-01-21,-0.016886555355923864,-0.02148361719925932,-0.03015289297961696,-0.021068634574022492
2021-01-22,-0.015598488635362288,-0.020162820465025922,-0.02903452991495586,-0.020558744415081168
2021-01-25,-0.015034028356183553,-0.01942694960032696,-0.03096786317169623,-0.0215940666862955
2021-01-26,-0.01405815521683317,-0.01840053383437866,-0.029718386093060333,-0.02102027765893351
2021-01-27,-0.013443646017767468,-0.01748168386398527,-0.028843662405183376,-0.02046193149442624
2021-01-28,-0.03235631709202035,-0.016974245658927474,-0.02738824633627109,-0.019675724435001395
2021-01-29,-0.02842705424101261,-0.01610373913919801,-0.02718841423566463,-0.018995436471544846
2021-02-01,-0.03304142475359759,-0.015367545885246985,-0.026263258148412818,-0.018454402659792084
2021-02-02,-0.029908777018529484,-0.016188879675941292,-0.02578430888613409,-0.01805781260067067
2021-02-03,-0.0269957102250409,-0.016877513150285364,-0.02526884629819852,-0.0177170691109138
2021-02-04,-0.023747745761694604,-0.016109784704192654,-0.02480027569231643,-0.017457494077062027
2021-02-05,-0.021915104899402488,-0.020239767561468752,-0.024190259773720687,-0.0176495501979391
2021-02-08,-0.020024523139920654,-0.02028001225462425,-0.023634819796750608,-0.0172343548508888
2021-02-09,-0.01865270101714391,-0.02031249658729089,-0.02354966512623727,-0.016712079228219552
2021-02-10,-0.017383031035761963,-0.019422140661973116,-0.02291642800165752,-0.01644752179739444
2021-02-11,-0.016451890696904947,-0.01870533274870845,-0.022302140732653894,-0.01620872740331421
2021-02-12,-0.015505223423018324,-0.01851581608511317,-0.023163247946611766,-0.016873859940295746
2021-02-16,-0.014815452044187797,-0.017914398677223695,-0.023493374216350015,-0.01683208469770715
2021-02-17,-0.014212939183455366,-0.018592609843060416,-0.023183381762344135,-0.016620387451516106
2021-02-18,-0.013667004944006357,-0.01860327998029001,-0.022848153578237898,-0.016411415464938673
2021-02-19,-0.013665552497496626,-0.017894672209237884,-0.025762185815584464,-0.016759029674425167
2021-02-22,-0.01326641966648564,-0.017350379069533694,-0.027629894520673357,-0.016872961372263736
2021-02-23,-0.014017185203534217,-0.01876480211421039,-0.027184231448292448,-0.01691330184396396
2021-02-24,-0.013494504910774967,-0.017961988435406553,-0.026476591764252974,-0.01672810599194008
2021-02-25,-0.013790783004943383,-0.017066575539023472,-0.02598950583240618,-0.016666589350275197
2021-02-26,-0.02076259782335774,-0.018344964201463195,-0.02552690770504123,-0.017424709397192192
2021-03-01,-0.01999666210022474,-0.020615758592415358,-0.032035219572681684,-0.02243645182422002
2021-03-02,-0.020713495752399422,-0.020536552210385296,-0.033230488317600254,-0.022388320679066636
2021-03-03,-0.01990414633120058,-0.019391587059672803,-0.033214317440902204,-0.02186485432555819
2021-03-04,-0.02048037758094149,-0.019441821438547387,-0.03216817462493314,-0.021309215089538525
2021-03-05,-0.021201759734716004,-0.018869673616330164,-0.03134113242455709,-0.021004835234273555
2021-03-08,-0.021805877034994852,-0.018085577660066222,-0.03407820783458901,-0.02063540023172944
2021-03-09,-0.02072722108812581,-0.017859760627652446,-0.03730910597474939,-0.022092012307797105
2021-03-10,-0.020259515766549104,-0.020531008900370226,-0.0356316724295037,-0.020969460018966678
2021-03-11,-0.01899410426621688,-0.01884535530873198,-0.03329092389386299,-0.020525551813860815
2021-03-12,-0.018109422551010314,-0.01832805225157541,-0.03192017075635868,-0.019652407547076374
2021-03-15,-0.01723073018097449,-0.0178632833427248,-0.03126386330975361,-0.019385676151183927
2021-03-16,-0.01635680799951517,-0.017592909515135993,-0.030046561494855968,-0.01913359905222334
2021-03-17,-0.015581774740132056,-0.01723207385872735,-0.029534844726275312,-0.018077173928216037
2021-03-18,-0.01481254600886536,-0.017166657529851664,-0.028090350762574486,-0.01760432252832291
2021-03-19,-0.017179534894472975,-0.01689400824047374,-0.06647919869224657,-0.02620173360024961
2021-03-22,-0.016324263954792712,-0.017900574122644147,-0.061465447840174915,-0.025658544575554502
2021-03-23,-0.016119416342660793,-0.01779028702265035,-0.05607266471425267,-0.024594741039541804
2021-03-24,-0.01598080293634604,-0.017641426365839593,-0.06898889817532548,-0.029912623026292745
2021-03-25,-0.01604456978953095,-0.017506919048586114,-0.06594111536576124,-0.03027079374899688
2021-03-26,-0.015336644126286898,-0.017327858667818462,-0.0676764616461462,-0.03104537171929946
2021-03-29,-0.0161678875222737,-0.01713227176211713,-0.063388379634835,-0.029983721352372098
