Date,0001.HK,0002.HK,0003.HK,0005.HK,0006.HK,0011.HK,0012.HK,0016.HK,0017.HK,0027.HK,0066.HK,0101.HK,0175.HK,0241.HK,0267.HK,0285.HK,0288.HK,0291.HK,0316.HK,0322.HK,0386.HK,0388.HK,0669.HK,0688.HK,0700.HK,0762.HK,0823.HK,0836.HK,0857.HK,0868.HK,0881.HK,0883.HK,0939.HK,0941.HK,0960.HK,0968.HK,0981.HK,0992.HK,1038.HK,1044.HK,1088.HK,1093.HK,1099.HK,1109.HK,1113.HK,1177.HK,1209.HK,1211.HK,1299.HK,1378.HK,1398.HK,1810.HK,1876.HK,1928.HK,1929.HK,1997.HK,2015.HK,2020.HK,2269.HK,2313.HK,2318.HK,2319.HK,2331.HK,2359.HK,2382.HK,2388.HK,2628.HK,2688.HK,2899.HK,3690.HK,3692.HK,3968.HK,3988.HK,6618.HK,6690.HK,6862.HK,9618.HK,9633.HK,9888.HK,9961.HK,9988.HK,9999.HK
2021-08-13,-0.00604745388662086,0.003865773996488055,0.004713308380015788,-0.0022599670733360055,0.002020126588852541,-0.0013549818281129997,0.008415116047923762,-0.010869751989759396,-0.0040296466776786185,-0.005089031889868364,0.011049814065133647,-0.009615316677333303,-0.015693360595728317,0.006546661839823074,0.0,-0.006215091142943266,0.03248545677617037,-0.013104344806874621,0.012072701154982445,-0.005698040251040737,-0.013679996073405531,0.0035992182783005557,0.02442134441427368,0.006444879836915209,-0.02478604441937164,0.016185298469998045,0.004809440338053941,-0.02607723357899462,-0.00883653915834398,-0.014536247802178007,0.007809753195776192,0.00363871472845343,0.0,0.030349744213066538,-0.02642169436925333,-0.0062383963418206805,-0.03992546362550344,-0.02616975426300831,-0.008474592081978384,0.00433831177451757,-0.0025874191943754195,-0.007312677440191192,-0.004716945362126665,-0.010239140393105152,0.008699808152452724,-0.006024045611649174,-0.029716652724942123,-0.012359407036812311,0.014100077613583152,0.017331567897223947,-0.0068415053338212175,-0.03285313720010786,-0.014184573656860875,-0.03323865664351632,-0.013089247669234,0.0,-0.02072614383194172,-0.008378256531164087,0.018969666163688805,0.026302272440126756,-0.01332361052681926,-0.0011528254975854853,0.0109292900947185,0.010668468218452538,0.0,-0.001982079877002452,-0.0046190067546287225,0.017411833933003416,0.045731826285970605,-0.013617283639052688,-0.0019511279501154737,0.007668709329817506,-0.003669696569935612,-0.008499580511079147,-0.01692091089167844,-0.009493693912377737,-0.00799705960775491,-0.006176680945259071,-0.03130242028666311,-0.008940353710075385,-0.02522269216530195,-0.00981072667003189
2021-08-16,0.006047453886620791,0.008962710531694115,0.010911885709458058,0.0033878822800957197,0.007038904317983244,-0.004075996290358971,0.008345024830966566,0.00816322427264677,0.009377123155451975,0.0030565740490077764,0.0010983902657769938,0.019139170858520824,-0.06911843712689496,-0.031485625609483994,0.01190486361993244,-0.026533309507278786,0.024061324395410436,0.024431287343583498,-0.035479316713643703,-0.012940575451460531,0.013679996073405429,-0.023834698802957056,0.03613066567944438,0.008528762198479964,-0.03550157858455528,0.0022909084374505657,0.004786354004994757,-0.001321792310801628,-0.008915512032356538,-0.052958582431895586,-0.012811535902663207,0.0,0.00711748704949391,0.0009639781481089562,0.015936639637835162,-0.05004250061646034,-0.0205768583348501,0.03717894930168963,0.01058196832969128,-0.004338311774517429,0.015424539845474107,0.023573120796768203,0.04845237440307748,0.017007322828105412,0.0009620474187849134,-0.0030256473126910946,-0.0011606615105618171,-0.07517761615107406,0.012309466487968027,-0.02787646032627057,0.006841505333821203,-0.02385800508097386,0.016529294018985324,-0.001990020042230528,0.0039447722728114375,0.0012585598245836824,-0.0742421997173034,0.019637828615078925,-0.011503836947815434,-0.007363506957086049,0.019919466298578027,0.0046030682605656325,0.04036410812334205,-0.029777269127335384,-0.024625081948317057,0.003960238883563379,0.012270084219980897,0.01824444497182356,-0.013333475373962508,-0.052782700995287896,0.0038986108544222567,0.000763741006685476,-0.0036832128587538982,-0.02526732169616731,0.023609994831880306,-0.016025968465175056,-0.03869540993102507,-0.016240210901488514,-0.04921211758734443,0.009986910319669935,-0.019759162335035142,-0.04023538401755867
2021-08-17,-0.0034512311432455586,-0.004471027075251401,-0.007782035242172576,-0.011337864303092027,-0.01007057875538581,-0.0013624873341827972,-0.01254369758289063,-0.004526885854746993,-0.005347476477773257,-0.03204419147299837,-0.0032986067900696377,-0.02155745856726134,-0.03643729111618681,-0.010152361634350938,-0.014302938414630574,-0.05663134993344032,-0.002976204877291223,-0.017857583430857846,0.029748556888521724,-0.024909653676680157,-0.019204865327896965,-0.029877752617489366,0.005221886129376841,0.0,-0.042310523623913694,0.002285741432959942,-0.0006824491355565176,-0.003976187658975914,-0.039578996107910366,-0.0017557445093425857,-0.012252486397775491,-0.02327112541209004,0.0,-0.013579062634826692,-0.005284043770950144,-0.01677321686056339,-0.027398958767184924,-0.006101212635911349,-0.011646359980029872,-0.026433210974222562,-0.019318011425746334,0.007142917732557388,-0.02047858442586684,-0.0067681824350002105,-0.005785782378987574,-0.015267570012003979,-0.02112759956617565,-0.0031595696181455552,0.030900574777127505,-0.02867578084192824,-0.009132425135861539,-0.014184650342850703,-0.026098768297912158,-0.04481403098778953,-0.0026281183994120885,-0.010113780099035756,-0.0009402771916928367,-0.04643587700525384,-0.062227171680689156,0.023041154788812298,-0.01768658120035234,-0.012709515701951817,0.0,-0.06372426352184644,0.005524915607220566,-0.011928635658841181,-0.009188291473973322,-0.06355951347609153,-0.04988132880247011,-0.035865857046164115,-0.03766545296570912,-0.024730773955192468,0.007352909428689581,-0.047578733879211944,-0.018503492284636217,-0.03284371114275532,-0.05297190437797534,-0.0063171497432891535,-0.05607635902801814,0.007814574927262837,-0.04884558020542108,-0.0550043334223905
2021-08-18,0.010318321655627344,0.0057449959535577615,0.01242252540309076,-0.01031548082559404,0.0020222645213754005,-0.006839871269547572,0.005594277478167325,0.017986035874819024,0.0,0.004192996221366027,-0.0011021165258723042,0.04033751991605933,0.025073483691561243,0.006779680410128444,-0.0012013439533287106,-0.013642734836196163,-0.12020777853086635,0.04718989764204002,0.02160409440443645,0.0014826057474319277,0.00827589931515918,0.0158800968953675,-0.054099499896017936,-0.003189790524347125,0.002754844585518817,0.015855347041729483,0.004766732144738803,-0.006662192053849035,0.0061919413047693906,-0.014159523129393408,0.017254269104662552,0.023271125412090036,0.010582137744096184,0.004870777304825733,-0.0039813615796517885,0.06293030809667526,0.008510722134005251,0.01939453594856696,0.010593178205819427,-0.030597298501647052,-0.003908774742140783,-0.021583467842140918,-0.006920327515571171,-0.02231862805780567,0.004823734960202628,-0.006172788129709835,0.004733704847008306,0.015698894958160386,0.0056569690900086095,0.010849880500729906,0.006857074329186666,0.004073340894535194,0.00956947427892686,0.008298834341118354,0.0013150750358977687,0.0,0.046862027133662464,0.012879647030578992,-0.009721671761784387,0.018167384561260123,0.029306183137921705,0.015003175287596433,0.05452974526147789,-0.015193680347622886,0.007319294778718566,0.005982288391858337,0.021309727579763207,-0.010896177849597679,-0.007079645574241067,0.021306923752361852,0.0454174479572562,0.056288568444075884,0.003656279119987961,-0.013508979945707397,-0.0171236671386043,-0.039153986218935,0.013508324766042228,0.015094668465071353,0.005034149224029866,-0.003118458036380986,-0.0011648033953565206,0.0023209310188342753
2021-08-19,-0.01638674632574119,-0.005744995953557809,-0.009302440343434087,-0.011852083984553828,0.0040323967034232135,-0.01660954174505095,-0.012631592360504545,-0.007155608418386767,-0.008075597128299783,-0.02007471567715335,-0.004419697610174488,-0.050070157454649815,0.020735861233029444,-0.029136606974145968,-0.013309214883162949,-0.029270546999599766,-0.0659960409836318,-0.02131933102701865,-0.0170169660167854,-0.025507782043562733,-0.03068605927026163,-0.020524223402944235,0.012746948087196822,-0.03027272332380131,-0.03499307549424221,0.0,-0.009556294895637812,-0.004018873883405433,-0.05389582407550704,0.02812127049214363,-0.05118080579180758,-0.018326835177851608,-0.005277017532332852,0.0,-0.03243518410069316,-0.024438540586826228,-0.008510722134005229,-0.060624638387343936,-0.009528786555480919,-0.05803896317417952,-0.013140937758490907,-0.009132570687184786,-0.023420356310093045,-0.03174866549508324,0.0009620474187849134,0.024466005454404832,-0.031177576315434222,0.006211278759121431,0.0015372795771346423,-0.03477017321186886,-0.006857074329186684,-0.02469262809727078,-0.04380262988026971,-0.018770134208413645,-0.06936851247900946,-0.01536519978010283,-0.022697297239822185,0.019910149803826757,0.010600846354815164,0.011391401562638478,-0.05949714399747764,-0.00344241832801552,-0.014147432895504342,0.009695469103047099,-0.018399747936102686,-0.007984209212813582,-0.027482581654653216,0.004857409172561008,-0.07945085677616713,-0.07417843747238911,-0.00386860121911298,-0.022439251556882943,-0.01100918854867753,-0.0290507000660155,-0.03336577116359144,-0.010471246816793218,-0.027201625942784698,-0.02528573148566432,-0.02469256880618382,0.009842057516221931,-0.05695274070881524,-0.02742033994290924
2021-08-20,-0.013129483704016835,0.00892283557943855,0.004661950182515878,-0.007108987901467415,0.0,0.003483276725236854,-0.0056657958529957924,0.014260459597318071,-0.0013521690452374586,-0.05596619290105187,0.0011069001912219656,-0.03230099819085443,-0.03996720220690474,-0.14276642461222722,0.0024329351143995894,-0.04335938049811114,0.047335588670736964,-0.014469831265235659,0.058333676911334495,-0.009160357361170723,-0.022923325139471644,-0.020090555489959014,-0.026896644571418247,-0.013259907918148335,0.00992216120870353,-0.004504495346936134,0.01497647013146665,0.08857630813672718,-0.02975412203550576,-0.040677505099221814,-0.05315077915848528,-0.026234994598301448,-0.0070796942829530205,-0.01665886877181692,0.0013724538745340394,-0.001302904379750722,-0.010741242007461503,0.017699532619591025,-0.0010643916503386423,0.002436282449061875,-0.020040711589391757,-0.07227468096914941,-0.02884819484115709,-0.01626042154417919,-0.013553011186411465,-0.0479597580007883,-0.06283462549631742,-0.03144928729762103,-0.021216812288065955,-0.03989119078335598,-0.0022962494355212573,-0.023183302920926338,-0.02723323822853352,-0.06075619235307577,-0.028573327446534194,-0.011680902047260694,-0.04028650690758856,-0.03898188968065832,-0.07762910038759764,-0.0070365009824501935,-0.013112391738497632,-0.02915651435811846,-0.06036072259854902,-0.058172535380401916,-0.0018587257497025167,-0.010070539302003535,-0.0062112816110016416,-0.028257474613573284,-0.058403486913962924,-0.046473070480355996,-0.05989825269046838,-0.020635060715729882,-0.00369694159464737,-0.1551337261969849,-0.012578851406091655,-0.05037040234391586,-0.021312278448360776,0.00255746775326701,-0.018553407895747834,0.05904667916537608,-0.026251652036811356,-0.04799630766671971
2021-08-23,0.007898309863282275,0.006325090604936546,0.021473271756271922,0.008289028668966855,0.016957888540994212,0.0020839465101394543,0.016901783487257155,0.0008845368848904841,0.0013521690452374829,-0.01021004326593777,0.0033127974189525594,0.001009695620347494,-0.005842142717686022,0.059384808462028205,0.020445845944368095,-0.007412969205920317,0.04683139824489681,0.01127228704732379,0.0026947332501638874,0.031700726525878714,0.020086637735922862,0.055021166752337,0.03290986866285771,-0.010061558251164376,0.019553692879689,-0.0022598452051122114,-0.009504458245011085,0.12458467760555778,0.029754122035505707,0.07139659645274712,0.031921837970867895,-0.014021850228529236,0.007079694282952929,0.008853924895057106,-0.015203877201245806,0.03585523129858929,0.02136833475407468,0.013690329615265773,0.00953898373231714,0.02996008904061196,0.040983895670295714,0.03868939360235274,-0.024692594126276304,-0.018382905029186516,-0.00390626798718748,0.015723536013933743,0.024344619185672135,0.04681061655702795,0.0015678082272389845,0.032414613869996105,0.006872852719766459,0.03766133776768714,0.0,-0.013513770835148698,0.043947471011572634,0.0026077126101315727,0.06208574865763654,0.054982458427196554,0.07057437059085549,-0.007633589959856196,-0.015649875558890983,0.024548237267160624,0.05188165715918015,0.032342033235588825,0.022080028232331832,-0.0040567282952684875,0.0015564410223328203,0.010536274199495245,0.04094424003384827,0.010288156912508048,-0.07474115401530475,0.04307431227261272,0.007380154453401144,0.09905847725286522,0.012578851406091563,-0.02616974091930476,0.009072269349302185,0.01395074501061495,0.00820598471590632,0.008708342463393139,-0.037423604188865804,0.05511930407569339
2021-08-24,-0.0026258445717695987,-0.0165293547049714,-0.04500362644367885,-0.015448916341169293,-0.016957888540994153,-0.010463934613219723,-0.016901783487257113,-0.005318913307842051,0.0,0.08520445320001555,-0.009972075480555195,-0.009123331123762825,-0.007843263344786366,0.06229122381952235,-0.01077206160638079,0.05218591779000113,-0.00820357190215515,0.024516875244930677,-0.032825768580537436,0.03933503625956334,-0.0028449488634605152,0.011262796733607661,0.0011983960763866594,0.007834516185917934,0.08439532308748289,-0.009091006489681173,-0.006844739643345739,-0.027489060728661276,0.009724608960617692,0.03143353355240293,0.02497287888465804,0.005121550743394008,-0.001765283968518668,-0.005893995404637213,0.017943706518385685,0.01869226240550164,0.01677186602057184,-0.004956637011666397,-0.008474592081978384,0.011737249740750943,0.006455871355020435,-0.003802199538965256,-0.01714619415047096,0.00923369331949207,-0.011811022747470555,0.0077702165324495445,0.042137503650709354,0.01587929332973464,-0.0015678082272389557,0.0037453942865908973,-0.006872852719766364,0.03629429052666234,0.0020430311836896697,0.08889928903280275,0.016506618717009616,-0.002607712610131496,0.034440436070130954,0.006445737247283994,0.0741711562050699,-0.067352202511527,0.012539432625067024,0.010339012903601731,0.01897784886299754,0.06767189135361901,0.015350204179839576,-0.0020347880567975337,0.009288028310433441,-0.14220019038313372,0.011673137118204974,0.12672738030264327,0.004424840572630394,-0.001480298674969056,-0.007380154453401278,0.13538074622335217,0.024692673852442677,0.08701139008001396,0.13926203954274288,0.019950775948315024,0.08266806388561083,0.0742455878854279,0.0904570704571979,0.07444603884866594
2021-08-25,0.007857018412504092,-0.0006412730581692803,-0.0015884519657325417,0.005970127397855561,0.0020099747131404285,-0.009158190140690302,0.002836876718158306,-0.016129624776051767,0.0013504698242737833,0.013520694706770957,-0.008999091865255035,-0.00817994479624087,0.003929241902260841,0.024562614735795518,0.03313901950592496,0.014025432969022745,0.024611748052228773,-0.007056083588393525,0.0005559696008536054,0.014184642898076085,0.008510679916999145,0.001630662656572164,-0.008418596548344995,-0.006711488839129353,0.005493319011254631,-0.011481314342432875,-0.011744427624365405,0.017679802213999767,0.012820833633588762,0.04147334533475171,-0.00825525728131459,-0.0025574965900283637,-0.008873142378846819,-0.007561080350171955,0.017627458423992857,0.06222096655649233,-0.0062565218523270225,-0.0012429904098288024,-0.00319667858965445,0.019642656311311436,0.02541435914498557,-0.0038169173677505145,-0.011253142851177829,0.014598728565135024,0.008871407591216941,-0.0015491889532233717,0.012062891157828085,-0.0007506612464645493,-0.00209427053937363,0.059854664109479636,-0.0023013954824509524,0.0039525893639387015,0.007117505272133623,0.010320008869477931,0.0040844103904097775,-0.003460693446526958,0.022318575352911908,-0.07078867178760122,-0.004942336958520066,0.0005853407867758138,-0.010963377633176312,0.0011421980844024443,-0.01314081430324488,-0.011968232094526684,0.005361842243345942,-0.00817995455413222,0.0,-0.020826533500126417,0.015355520642371704,0.02317392880608369,-0.017817797045755836,0.011782132379299152,0.0,0.03149347183787586,-0.01050805550834052,-0.029958071366567928,0.04879009090286681,-0.03007743937086432,0.024992837949480817,0.0325589419442683,-0.014519351815853117,0.02529957688909823
2021-08-26,-0.001740792375755955,-0.0006416845531992191,0.003174473555112688,0.003565150633057073,-0.008064635937939147,-0.0007080741868880104,-0.002836876718158199,-0.0009036387990878357,-0.0013504698242738785,0.016393864804872715,-0.002262362393372058,-0.0061791250046199534,-0.013820588430493197,-0.0052129067577880335,-0.0034983921910354287,-0.01827169974624162,-0.0032468270815123575,0.0023575430846808857,-0.010617517780469297,-0.005649751579517602,-0.017094316978840084,-0.008590866336770192,-0.005449742088481486,-0.014697747886560331,-0.005917057435283188,-0.009280633997975728,-0.004876583365808069,0.0010948031075290138,0.0,0.010878060954765505,-0.02209609504250332,-0.010296081542377808,-0.0035714418826179495,-0.018634002184154643,-0.04396313303036537,-0.006984869522607709,0.010405921326345161,-0.02137106151248563,0.006383072798779108,-0.0184763131947936,0.0,-0.040981362216228494,-0.01869220228859916,-0.0054495168554406104,-0.005905548029972561,-0.02989998425081794,-0.027965258138379585,-0.03826006113816749,-0.01531582616791286,0.010507956218487623,-0.0046190901727055185,-0.036148497960359294,-0.02047148744810044,0.01224501981854719,-0.027549907734895088,-0.004007895791232316,-0.015398106017384604,-0.02926421792125758,-0.03529775642801133,-0.052248413704708105,-0.023905381734284442,0.03477625492916182,0.003169652094273207,-0.0437526967799449,-0.03169119256699417,-0.012396728039516323,-0.0030864627252813696,-0.01683175634582294,-0.01729152307127534,-0.0008814321720834632,-0.0022497920541320643,-0.04415233221298488,0.0,-0.05143221389292704,-0.0052956539291025605,-0.021700785064637237,0.00880471325157152,0.016404157166794244,-0.006693465692042344,-0.023654163843299526,-0.01164585394268785,0.010649462150376314
